"work_id","title","domain","field","subfield","topic"
"https://openalex.org/W4416088721","Biochar Amendments for Soil Restoration: Impacts on Nutrient Dynamics and Microbial Activity","Life Sciences","Agricultural and Biological Sciences","Soil Science","Soil Carbon and Nitrogen Dynamics"
"https://openalex.org/W4406281243","Azimuthal metallicity variations, spiral structure, and the failure of radial actions based on assuming axisymmetry","Physical Sciences","Engineering","Mechanical Engineering","Advanced Measurement and Metrology Techniques"
"https://openalex.org/W4407902850","COVID-19 Vaccination and Odds of Post–COVID-19 Condition Symptoms in Children Aged 5 to 17 Years","Health Sciences","Medicine","Neurology","Long-Term Effects of COVID-19"
"https://openalex.org/W4410227797","Continuous operation of battery-free implants enables advanced fracture recovery monitoring","Physical Sciences","Engineering","Biomedical Engineering","Wireless Body Area Networks"
"https://openalex.org/W4410416531","BioTIME 2.0: Expanding and Improving a Database of Biodiversity Time Series","Physical Sciences","Environmental Science","Ecological Modeling","Species Distribution and Climate Change"
"https://openalex.org/W4410588043","Biomarker discovery in Alzheimer's and neurodegenerative diseases using Nucleic Acid Linked Immuno‐Sandwich Assay","Health Sciences","Medicine","Physiology","Alzheimer's disease research and treatments"
"https://openalex.org/W4410993761","JADES: nitrogen enhancement in high-redshift broad-line active galactic nuclei","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Astrophysics and Star Formation Studies"
"https://openalex.org/W4415429741","The dawn of discs: unveiling the turbulent ionized gas kinematics of the galaxy population at <i>z</i> ∼ 4–6 with <i>JWST</i> /NIRCam grism spectroscopy","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Galaxies: Formation, Evolution, Phenomena"
"https://openalex.org/W4415954575","Microglia modulate Aβ-dependent astrocyte reactivity in Alzheimer’s disease","Life Sciences","Neuroscience","Neurology","Neuroinflammation and Neurodegeneration Mechanisms"
"https://openalex.org/W4405033768","Quantum Information Processing, Sensing, and Communications: Their Myths, Realities, and Futures","Physical Sciences","Computer Science","Artificial Intelligence","Quantum Information and Cryptography"
"https://openalex.org/W4406478551","Gypsum heterogenous nucleation pathways regulated by surface functional groups and hydrophobicity","Physical Sciences","Materials Science","Biomaterials","Calcium Carbonate Crystallization and Inhibition"
"https://openalex.org/W4407136641","Gaia-4b and 5b: Radial Velocity Confirmation of Gaia Astrometric Orbital Solutions Reveal a Massive Planet and a Brown Dwarf Orbiting Low-mass Stars","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Stellar, planetary, and galactic studies"
"https://openalex.org/W4407922503","Endothelial PPARδ Ablation Exacerbates Vascular Hyperpermeability via STAT1/CXCL10 Signaling in Acute Lung Injury","Health Sciences","Medicine","Cardiology and Cardiovascular Medicine","Cardiac Fibrosis and Remodeling"
"https://openalex.org/W4409128615","EPOCHS. I. The Discovery and Star-forming Properties of Galaxies in the Epoch of Reionization at 6.5 &lt; <i>z</i> &lt; 18 with PEARLS and Public JWST Data","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Galaxies: Formation, Evolution, Phenomena"
"https://openalex.org/W4411177895","Silicate clouds and a circumplanetary disk in the YSES-1 exoplanet system","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Stellar, planetary, and galactic studies"
"https://openalex.org/W4414062272","JWST-TST DREAMS: NIRSpec/PRISM Transmission Spectroscopy of the Habitable Zone Planet TRAPPIST-1 e","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Stellar, planetary, and galactic studies"
"https://openalex.org/W4416088903","Toxic Effects of Nanoplastics on Animals: Comparative Insights into Microplastic Toxicity","Physical Sciences","Environmental Science","Pollution","Microplastics and Plastic Pollution"
"https://openalex.org/W4416905527","Bio-essential sugars in samples from asteroid Bennu","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Astro and Planetary Science"
"https://openalex.org/W4406027947","Imaging interlayer exciton superfluidity in a 2D semiconductor heterostructure","Physical Sciences","Physics and Astronomy","Atomic and Molecular Physics, and Optics","Quantum and electron transport phenomena"
"https://openalex.org/W4407368912","Pregnancy-Associated Mortality Due to Homicide, Suicide, and Drug Overdose","Social Sciences","Social Sciences","Health","Intimate Partner and Family Violence"
"https://openalex.org/W4407713868","Reviews and syntheses: Review of proxies for low-oxygen paleoceanographic reconstructions","Physical Sciences","Earth and Planetary Sciences","Atmospheric Science","Geology and Paleoclimatology Research"
"https://openalex.org/W4408049206","The multidimensional impacts of heatwaves on human ecosystems: A systematic literature review and future research direction","Physical Sciences","Environmental Science","Health, Toxicology and Mutagenesis","Climate Change and Health Impacts"
"https://openalex.org/W4408140023","<i>JWST</i> observations of starbursts: cold clouds and plumes launching in the M 82 outflow","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Gamma-ray bursts and supernovae"
"https://openalex.org/W4408475618","Defining lipedema's molecular hallmarks by multi-omics approach for disease prediction in women","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","PI3K/AKT/mTOR signaling in cancer"
"https://openalex.org/W4409765078","A culturally responsive, ecological approach to cultivating and engaging twice-exceptional black males in gifted and talented and special education","Social Sciences","Psychology","Experimental and Cognitive Psychology","Education, Achievement, and Giftedness"
"https://openalex.org/W4410019022","Resolving the nature and putative nebular emission of GS9422: an obscured AGN without exotic stars","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Stellar, planetary, and galactic studies"
"https://openalex.org/W4411643338","Differential Effect of GLP-1 Receptor Agonists and SGLT2 Inhibitors on Lower-Extremity Amputation Outcomes in Type 2 Diabetes: A Nationwide Retrospective Cohort Study","Health Sciences","Medicine","Surgery","Peripheral Artery Disease Management"
"https://openalex.org/W4412795045","Pantropical tree rings show small effects of drought on stem growth","Physical Sciences","Environmental Science","Global and Planetary Change","Plant Water Relations and Carbon Dynamics"
"https://openalex.org/W4414167244","Five-Year Outcomes from Deep Brain Stimulation of the Subthalamic Nucleus for Parkinson Disease","Health Sciences","Medicine","Neurology","Neurological disorders and treatments"
"https://openalex.org/W4416058918","Bursting at the seams: the star-forming main sequence and its scatter at <i>z</i>  = 3–9 using NIRCam photometry from JADES","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Astrophysics and Star Formation Studies"
"https://openalex.org/W4406914359","Pliocene Warmth and Patterns of Climate Change Inferred From Paleoclimate Data Assimilation","Physical Sciences","Earth and Planetary Sciences","Atmospheric Science","Geology and Paleoclimatology Research"
"https://openalex.org/W4407241386","ChatGPT for Univariate Statistics: Validation of AI-Assisted Data Analysis in Healthcare Research","Health Sciences","Medicine","Health Informatics","Artificial Intelligence in Healthcare and Education"
"https://openalex.org/W4407922316","An antibody–toxin conjugate targeting CD47 linked to the bacterial toxin listeriolysin O for cancer immunotherapy","Physical Sciences","Environmental Science","Ecology","Bacteriophages and microbial interactions"
"https://openalex.org/W4408716370","Deep Learning-Based Medical Object Detection: A Survey","Life Sciences","Neuroscience","Neurology","Brain Tumor Detection and Classification"
"https://openalex.org/W4411053500","Association of Plasma Phosphorylated Tau 217 With Clinical Deterioration Across Alzheimer Disease Stages","Health Sciences","Medicine","Psychiatry and Mental health","Dementia and Cognitive Impairment Research"
"https://openalex.org/W4411490671","Fully gauge-fixed SU(2) Hamiltonian for quantum simulations","Physical Sciences","Physics and Astronomy","Atomic and Molecular Physics, and Optics","Quantum many-body systems"
"https://openalex.org/W4412839198","The ALMA Survey of Gas Evolution of PROtoplanetary Disks (AGE-PRO). VII. Testing Accretion Mechanisms from Disk Population Synthesis","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Astrophysics and Star Formation Studies"
"https://openalex.org/W4413103297","A post-starburst pathway for the formation of massive galaxies and black holes at z &gt; 6","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Galaxies: Formation, Evolution, Phenomena"
"https://openalex.org/W4406032827","Isolated Neutral Organic Radical Unveiled Solvent‐Radical Interaction in Highly Reducing Photocatalysis","Physical Sciences","Chemistry","Organic Chemistry","Radical Photochemical Reactions"
"https://openalex.org/W4406939962","DiffusionShield: A Watermark for Data Copyright Protection against Generative Diffusion Models","Physical Sciences","Computer Science","Computer Vision and Pattern Recognition","Advanced Steganography and Watermarking Techniques"
